window_index,observed_min_entropy,predicted_min_entropy
0,1.5405683813627027,1.5906090638623005
1,1.4301443916690522,1.5379066644161823
2,1.4301443916690522,1.5191637482123832
3,1.5081469036703252,1.431827703302537
4,1.4454111483223626,1.5009558232120273
5,1.5405683813627027,1.522708635347547
6,1.3852901558847919,1.414048504936007
7,1.573735245297902,1.5388272878168114
8,1.3706433799203903,1.4740382213222332
9,1.3706433799203903,1.480829426046305
10,1.3852901558847919,1.5010419797536023
11,1.3275746580285044,1.4932454318563084
12,1.5405683813627027,1.50801052411072
13,1.4764380439429872,1.5413971727167168
14,1.4000871578128724,1.4728414623339858
15,1.3561438102252754,1.564229353889483
16,1.4000871578128724,1.4086034873998925
17,1.5405683813627027,1.4260327619607398
18,1.3561438102252754,1.5424331398011972
19,1.573735245297902,1.2642728850470084
20,1.5405683813627027,1.4810394649882845
21,1.4454111483223626,1.437631885823742
22,1.4922053598013036,1.4854347681158049
23,1.5081469036703252,1.445753800736319
24,1.4000871578128724,1.4973317169874916
25,1.415037499278844,1.5526682683446436
26,1.3852901558847919,1.5128215266201668
27,1.4922053598013036,1.4911049383200696
28,1.5405683813627027,1.5218519675755724
29,1.4922053598013036,1.4583066813200798
30,1.5242665690336021,1.5682982516828323
31,1.5242665690336021,1.4425388428576658
32,1.5242665690336021,1.4681965943977309
33,1.5570565041512716,1.4790483985912246
34,1.5081469036703252,1.5317133858720373
35,1.5405683813627027,1.5051817427604974
36,1.4000871578128724,1.4359052201567963
37,1.4764380439429872,1.5593591849742958
38,1.5081469036703252,1.4998789090694875
39,1.3561438102252754,1.5236773661539635
40,1.3134994728167817,1.5269267601310557
41,1.4764380439429872,1.4930139514314753
42,1.5405683813627027,1.4597057352484197
43,1.5081469036703252,1.5806956787504147
44,1.3417885172482054,1.5344840031178493
45,1.4922053598013036,1.4861246058835398
46,1.573735245297902,1.4966441282646257
47,1.4608411888919686,1.5122637705167725
48,1.4922053598013036,1.5057571720790257
49,1.4764380439429872,1.5596031083585153
50,1.3852901558847919,1.4900548494525194
51,1.3706433799203903,1.5583330753584959
52,1.3852901558847919,1.538709379737339
53,1.5405683813627027,1.52391725154572
54,1.5242665690336021,1.5100153819436786
55,1.4764380439429872,1.5304266790539107
56,1.4764380439429872,1.54228512220459
57,1.5081469036703252,1.5052122238370393
58,1.4454111483223626,1.5289676061901905
59,1.3852901558847919,1.5467611400779966
60,1.3417885172482054,1.52177179711374
61,1.4454111483223626,1.5362123508792662
62,1.4764380439429872,1.5138906868591486
63,1.4922053598013036,1.557288678814335
64,1.3417885172482054,1.5376794873214292
65,1.3706433799203903,1.5190401217287928
66,1.5570565041512716,1.5580053193764136
67,1.4454111483223626,1.4709734695407732
68,1.4000871578128724,1.5549771586760037
69,1.3706433799203903,1.5606379195927436
70,1.4454111483223626,1.5717809148342927
71,1.2857544823338773,1.497967465154099
72,1.5242665690336021,1.4783082728641201
73,1.5242665690336021,1.5755376819669755
74,1.4454111483223626,1.564520027990605
75,1.3852901558847919,1.5090014004604215
76,1.3275746580285044,1.5772291115617862
77,1.4764380439429872,1.5545691465381455
78,1.5570565041512716,1.5301774309799476
79,1.4454111483223626,1.5448103109483788
80,1.3852901558847919,1.540546389136493
81,1.4000871578128724,1.5676286972772315
82,1.415037499278844,1.5184173432589463
83,1.5405683813627027,1.5188291456530947
84,1.4922053598013036,1.5743183901645323
85,1.5570565041512716,1.5295672334436632
86,1.5405683813627027,1.5174194673118102
87,1.5242665690336021,1.5211628118862661
88,1.4922053598013036,1.5679105747104138
89,1.5570565041512716,1.5139768817547554
90,1.5242665690336021,1.5229608961274446
91,1.3852901558847919,1.5263031364371553
92,1.3417885172482054,1.538971246675758
93,1.5405683813627027,1.537901331976059
94,1.3706433799203903,1.5706704272062317
95,1.5081469036703252,1.5708481061212514
96,1.4608411888919686,1.569849950631293
97,1.4454111483223626,1.5533831811317225
98,1.5405683813627027,1.4926612561834425
99,1.4922053598013036,1.581338018170549
100,1.4764380439429872,1.5232777329412985
101,1.415037499278844,1.5436693536617283
102,1.3417885172482054,1.5405906519637123
103,1.4608411888919686,1.5706047060776775
104,1.4301443916690522,1.5569888772093345
105,1.5242665690336021,1.5341222862150001
106,1.4922053598013036,1.546970703976534
107,1.4764380439429872,1.5582272661963545
108,1.4608411888919686,1.5665551262311705
109,1.5081469036703252,1.5789051237268392
110,1.3561438102252754,1.5004215495051954
111,1.4454111483223626,1.5616756348822673
112,1.4000871578128724,1.5307218834653813
113,1.5081469036703252,1.537771552101847
114,1.4000871578128724,1.561117368203013
115,1.4608411888919686,1.5626630317459465
116,1.4301443916690522,1.5633521270898438
117,1.5570565041512716,1.5396192915624878
118,1.4000871578128724,1.5531564470677377
119,1.5081469036703252,1.5789485658279125
120,1.4608411888919686,1.5527192051977672
121,1.4454111483223626,1.507699425845524
122,1.3852901558847919,1.5202787978115742
123,1.5242665690336021,1.5600444092149086
124,1.4301443916690522,1.5296612648909598
125,1.4454111483223626,1.5157648850589418
126,1.415037499278844,1.544927012792501
127,1.4922053598013036,1.5417872370907668
128,1.4764380439429872,1.5029107729268993
129,1.4922053598013036,1.570880962448326
130,1.573735245297902,1.5574357649913424
131,1.5405683813627027,1.5450401366969475
132,1.3561438102252754,1.539517590967615
133,1.2857544823338773,1.5050258386046573
134,1.415037499278844,1.5687204634696579
135,1.4764380439429872,1.581197717373009
136,1.4764380439429872,1.5729054524452848
137,1.415037499278844,1.526128697567353
138,1.5242665690336021,1.5179946291245743
139,1.573735245297902,1.5598018001392446
140,1.5405683813627027,1.5024982405082863
141,1.4922053598013036,1.5653336167990544
142,1.3852901558847919,1.5651311373693342
143,1.5570565041512716,1.5804475670742109
144,1.3706433799203903,1.5251335827965118
145,1.5081469036703252,1.5545590762522206
146,1.3134994728167817,1.5423170265421966
147,1.5242665690336021,1.5482387611698953
148,1.4764380439429872,1.5457508585915325
149,1.4764380439429872,1.55072195336278
150,1.4922053598013036,1.5608544401862718
151,1.4922053598013036,1.5666828533787507
152,1.3706433799203903,1.5704449392103186
153,1.4608411888919686,1.5397942888741667
154,1.5081469036703252,1.5309558597260793
155,1.4608411888919686,1.560850473386806
156,1.2995602818589078,1.5209179347423791
157,1.4922053598013036,1.5312799412874294
158,1.4000871578128724,1.5061114984278583
159,1.5570565041512716,1.5524429763221275
160,1.3134994728167817,1.5631482254782059
161,1.5570565041512716,1.5523229304286856
162,1.5081469036703252,1.5189003349529486
163,1.5405683813627027,1.5643945335087772
164,1.4764380439429872,1.572230233402891
165,1.4764380439429872,1.5761303703904774
166,1.5242665690336021,1.553370290123771
167,1.4608411888919686,1.5515487821152454
168,1.4764380439429872,1.5344740593249604
169,1.4454111483223626,1.5486188671372998
170,1.4764380439429872,1.5710356584354572
171,1.5242665690336021,1.5627036468309716
172,1.5242665690336021,1.5769014643018537
173,1.5081469036703252,1.5789687188986719
174,1.5242665690336021,1.5480883509457721
175,1.4608411888919686,1.5717483585404277
176,1.3134994728167817,1.5657185426143807
177,1.2720795454368008,1.5623966178890911
178,1.573735245297902,1.5732212297074308
179,1.5405683813627027,1.5320018468951073
180,1.2857544823338773,1.534406562763408
181,1.5242665690336021,1.519462368634767
182,1.3275746580285044,1.5402463129875235
183,1.5081469036703252,1.575987685315529
184,1.4922053598013036,1.5411271352594078
185,1.3561438102252754,1.5452708816087675
186,1.3561438102252754,1.5602689455549665
187,1.4301443916690522,1.5584286063798523
188,1.5242665690336021,1.5590137896014562
189,1.4764380439429872,1.5660416163186797
190,1.4764380439429872,1.5232775665925598
191,1.5405683813627027,1.5759537213504242
192,1.5570565041512716,1.5668769991985196
193,1.3561438102252754,1.545457179786473
194,1.3417885172482054,1.5345021858269714
195,1.5242665690336021,1.5490754673500016
196,1.4301443916690522,1.578371383886641
197,1.415037499278844,1.5552408989924407
198,1.5242665690336021,1.5514454434435492
199,1.573735245297902,1.552190396230215
200,1.4764380439429872,1.5608707122330734
201,1.3417885172482054,1.5476693095950946
202,1.5081469036703252,1.520306979296075
203,1.3852901558847919,1.5450197776494738
204,1.4922053598013036,1.5378785229987553
205,1.4454111483223626,1.5539463809200504
206,1.5242665690336021,1.5259319969733278
207,1.415037499278844,1.5460044876106744
208,1.4764380439429872,1.5639393327088864
209,1.4454111483223626,1.5448861641161191
210,1.5570565041512716,1.567602772787571
211,1.5081469036703252,1.5500917082254002
212,1.4454111483223626,1.5324836792255379
213,1.5405683813627027,1.578776759407475
214,1.2995602818589078,1.5271587515761336
215,1.4764380439429872,1.5650490639789592
216,1.4608411888919686,1.5584480579038922
217,1.5570565041512716,1.5587493165233566
218,1.5242665690336021,1.5722977952194563
219,1.4454111483223626,1.5701070565863153
220,1.4922053598013036,1.5264236058252103
221,1.4922053598013036,1.5453376334798756
222,1.4608411888919686,1.5757765836488273
223,1.3134994728167817,1.5821743975601972
224,1.5570565041512716,1.5642151062821132
225,1.4000871578128724,1.5458877451740582
226,1.4454111483223626,1.5780375412081455
227,1.3134994728167817,1.5723589934564255
228,1.415037499278844,1.578824719845571
229,1.5081469036703252,1.5585657519884526
230,1.4608411888919686,1.5598262165599626
231,1.4922053598013036,1.5431936765901988
232,1.4764380439429872,1.5656540331221744
233,1.4764380439429872,1.5574246103276252
234,1.4608411888919686,1.5116180932614969
235,1.4764380439429872,1.5688224357367768
236,1.4764380439429872,1.5724390355494258
237,1.4764380439429872,1.560706885303436
238,1.4764380439429872,1.5340189789040994
239,1.4608411888919686,1.5521409661890238
240,1.4608411888919686,1.5814084086280336
241,1.5081469036703252,1.560021211989817
242,1.4608411888919686,1.5731938398513714
243,1.4608411888919686,1.5376835933660429
244,1.2995602818589078,1.5670792043908943
245,1.4764380439429872,1.5670348914645864
246,1.4922053598013036,1.5374923687476958
247,1.2995602818589078,1.5617785838492468
248,1.3852901558847919,1.5726984723330253
249,1.3275746580285044,1.5647028944342865
250,1.415037499278844,1.548805806957977
251,1.5242665690336021,1.5569893857024022
252,1.5405683813627027,1.5652456560289736
253,1.5081469036703252,1.5652244591155386
254,1.573735245297902,1.5329334690815064
255,1.5570565041512716,1.5595496453095707
256,1.4764380439429872,1.5754650393590268
257,1.4764380439429872,1.568529196585634
258,1.4301443916690522,1.5571143096014504
259,1.3706433799203903,1.5644136814010032
260,1.4764380439429872,1.574013133790306
261,1.4301443916690522,1.5628159090431195
262,1.4764380439429872,1.53980543105286
263,1.5081469036703252,1.5216074680334357
264,1.5081469036703252,1.5512231725769667
265,1.4454111483223626,1.5669630081803407
266,1.415037499278844,1.5757718151860796
267,1.2995602818589078,1.560046719734229
268,1.5081469036703252,1.535037628854835
269,1.4000871578128724,1.538356767170196
270,1.3134994728167817,1.5643877620952518
271,1.4301443916690522,1.5582135910772266
272,1.3561438102252754,1.5642020414679547
273,1.5081469036703252,1.5525657727199933
274,1.5405683813627027,1.5455453025234904
275,1.4608411888919686,1.5252600455763525
276,1.3852901558847919,1.5757302646861848
277,1.4764380439429872,1.5611855838899709
278,1.3561438102252754,1.5749788764967199
279,1.4922053598013036,1.5804503616711756
280,1.4764380439429872,1.571046248988404
281,1.4301443916690522,1.5545994265977245
282,1.4608411888919686,1.5363095802756603
283,1.415037499278844,1.5750528436432814
284,1.415037499278844,1.5429006765068407
285,1.415037499278844,1.5657450641531354
286,1.4301443916690522,1.5588757450277901
287,1.5242665690336021,1.5822473757605076
288,1.2451124978365316,1.5717450897388843
289,1.5081469036703252,1.5599819780894075
290,1.3561438102252754,1.564715691617051
291,1.4922053598013036,1.5790260324527128
292,1.5242665690336021,1.546184459767389
293,1.4922053598013036,1.5559710757971839
294,1.5242665690336021,1.563461597180349
295,1.5242665690336021,1.5801568392851009
296,1.4301443916690522,1.544446474163761
297,1.5242665690336021,1.5389178487757693
298,1.4922053598013036,1.5777837743168404
299,1.258533013598853,1.5461422441875572
300,1.4922053598013036,1.5663346259914441
301,1.5405683813627027,1.5544162685944094
302,1.4301443916690522,1.5515814311292737
303,1.5405683813627027,1.560023957836346
304,1.4454111483223626,1.5610964926439295
305,1.4608411888919686,1.5598283886679798
306,1.573735245297902,1.5674169281458485
307,1.3852901558847919,1.5771622006923263
308,1.4608411888919686,1.5453452802347374
309,1.5570565041512716,1.5662050787030355
310,1.4922053598013036,1.557188099865579
311,1.4000871578128724,1.5639453600908582
312,1.4608411888919686,1.5728198318245152
313,1.415037499278844,1.5692339260896488
314,1.5570565041512716,1.5752382943753422
315,1.5405683813627027,1.5616145966339376
316,1.5570565041512716,1.5595709216695963
317,1.4922053598013036,1.5829878897052698
318,1.4301443916690522,1.546165542416084
319,1.4608411888919686,1.564828728211706
320,1.5570565041512716,1.5680308438293706
321,1.415037499278844,1.5554514117998983
322,1.4764380439429872,1.5651100670560902
323,1.5570565041512716,1.5770241128111966
324,1.5405683813627027,1.5394033353192158
325,1.5242665690336021,1.5733512598521948
326,1.5242665690336021,1.5337722609509647
327,1.4922053598013036,1.5615009866081655
328,1.3275746580285044,1.5661465342406262
329,1.4454111483223626,1.5727218735889312
330,1.5081469036703252,1.5502330575083931
331,1.3706433799203903,1.5545730077607145
332,1.3275746580285044,1.5656947338946285
333,1.5242665690336021,1.5455785328687635
334,1.415037499278844,1.5737232226623283
335,1.5081469036703252,1.5621125951945944
336,1.3852901558847919,1.5735725782282126
337,1.4608411888919686,1.5788382788975857
338,1.5405683813627027,1.5675322463433101
339,1.4922053598013036,1.5609281531118924
340,1.4764380439429872,1.561902940538346
341,1.5570565041512716,1.5677717580154664
342,1.3852901558847919,1.5649594588150668
343,1.3852901558847919,1.5697385534504675
344,1.5405683813627027,1.5704575987246745
345,1.4454111483223626,1.5805738346460616
346,1.4454111483223626,1.553268427564365
347,1.5081469036703252,1.53768021595506
348,1.3706433799203903,1.5579097899731076
349,1.4454111483223626,1.5781686888953803
350,1.4454111483223626,1.5740792371877252
351,1.4301443916690522,1.5646261057372768
352,1.3706433799203903,1.5541627846550807
353,1.4764380439429872,1.568469448069106
354,1.5242665690336021,1.5589859979069283
355,1.4454111483223626,1.564942485935623
356,1.5405683813627027,1.559593655018065
357,1.3706433799203903,1.568592614158215
358,1.4764380439429872,1.570280616278485
359,1.3706433799203903,1.572741426295148
360,1.4301443916690522,1.563000268903777
361,1.5405683813627027,1.564649110324917
362,1.5405683813627027,1.560112529665249
363,1.573735245297902,1.5602674820869948
364,1.4000871578128724,1.5645529317785356
365,1.4922053598013036,1.5431021899617303
366,1.5242665690336021,1.565967194534167
367,1.5081469036703252,1.5666294471450668
368,1.5405683813627027,1.5677068101725773
369,1.4764380439429872,1.542385487774522
370,1.5570565041512716,1.546413840249854
371,1.5242665690336021,1.5725005941613066
372,1.4454111483223626,1.5622096716911438
373,1.3706433799203903,1.5268336857499785
374,1.4922053598013036,1.5701972084287859
375,1.4922053598013036,1.5733692311045244
376,1.415037499278844,1.5569961538867885
377,1.3852901558847919,1.570495984322028
378,1.3852901558847919,1.5616533894700357
379,1.5405683813627027,1.5613771643282306
380,1.4454111483223626,1.572496444936142
381,1.5405683813627027,1.569547505091709
382,1.415037499278844,1.572633770554149
383,1.5242665690336021,1.5418455480715667
384,1.5081469036703252,1.5756596442228272
385,1.3561438102252754,1.5602043516144135
386,1.4922053598013036,1.5560538111805458
387,1.5405683813627027,1.5688047452546117
388,1.4608411888919686,1.566245362892562
389,1.5242665690336021,1.5744919123253698
390,1.5081469036703252,1.5413394269312366
391,1.4301443916690522,1.5589149650418799
392,1.5405683813627027,1.5561163544577647
393,1.4608411888919686,1.5556350852526135
394,1.5405683813627027,1.5774580102131963
395,1.4000871578128724,1.5345752221421423
396,1.5405683813627027,1.5691844605372827
397,1.4454111483223626,1.5709079698999224
398,1.5081469036703252,1.5266315785722944
399,1.3561438102252754,1.5410727920411478
400,1.4454111483223626,1.5668129383780802
401,1.2720795454368008,1.5650378354036654
402,1.4000871578128724,1.5704537633568125
403,1.4922053598013036,1.5721962957173858
404,1.4301443916690522,1.565397328235745
405,1.3275746580285044,1.5579399954769964
406,1.3852901558847919,1.5648751945905879
407,1.4301443916690522,1.5644826616189376
408,1.3852901558847919,1.5637025698543838
409,1.4454111483223626,1.5690685161008031
410,1.5081469036703252,1.5653996143322664
411,1.415037499278844,1.557411755776041
412,1.5081469036703252,1.5180882677334673
413,1.5570565041512716,1.5690556363892352
414,1.5081469036703252,1.5490929997782095
415,1.4922053598013036,1.5658445397191518
416,1.415037499278844,1.5739933461095805
417,1.5081469036703252,1.5624860091930501
418,1.5570565041512716,1.5426205717175154
419,1.5081469036703252,1.5563750756506554
420,1.415037499278844,1.5668426434629465
421,1.5570565041512716,1.5720415717570508
422,1.4922053598013036,1.5633340539664673
423,1.573735245297902,1.5545418944963323
424,1.5405683813627027,1.556987386222618
425,1.4764380439429872,1.5580451491339404
426,1.4922053598013036,1.5402247198523922
427,1.4000871578128724,1.5571327958885524
428,1.415037499278844,1.5529517584626964
429,1.4764380439429872,1.5588284611198873
430,1.4301443916690522,1.5751913238663013
431,1.4301443916690522,1.5539054769067375
432,1.4764380439429872,1.5669959963717512
433,1.4764380439429872,1.5695216984909723
434,1.5242665690336021,1.5646040777675403
435,1.4454111483223626,1.5724117443280803
436,1.415037499278844,1.5741030919223071
437,1.5081469036703252,1.5622687888844546
438,1.5081469036703252,1.562850435523868
439,1.4301443916690522,1.559628650945321
440,1.415037499278844,1.5584437465988994
441,1.4301443916690522,1.563673209898922
442,1.5570565041512716,1.5628298118792379
443,1.5570565041512716,1.5789051867693176
444,1.4764380439429872,1.573044842458733
445,1.4922053598013036,1.554463854599438
446,1.4454111483223626,1.580821398774607
447,1.4301443916690522,1.5525024821298317
448,1.5242665690336021,1.5517193763957142
449,1.4764380439429872,1.572177796127282
450,1.4764380439429872,1.5745023336344857
451,1.4000871578128724,1.5645045516816538
452,1.3706433799203903,1.5738760342157774
453,1.5081469036703252,1.5717130526143586
454,1.4454111483223626,1.538229491510837
455,1.4454111483223626,1.5451959489850302
456,1.3417885172482054,1.564211964415045
457,1.3561438102252754,1.5680602734655975
458,1.5081469036703252,1.5711895713916486
459,1.4301443916690522,1.5491401840444543
460,1.3561438102252754,1.5801609652083515
461,1.4301443916690522,1.5528394673666055
462,1.3275746580285044,1.5626802045205765
463,1.4764380439429872,1.5756553507659092
464,1.573735245297902,1.5615411296583024
465,1.3706433799203903,1.5334462347086544
466,1.4000871578128724,1.5537373891166357
467,1.3561438102252754,1.567466162487539
468,1.4000871578128724,1.5560184109045476
469,1.3852901558847919,1.5631891091732608
470,1.4608411888919686,1.5633211621420022
471,1.5081469036703252,1.5798452305506003
472,1.4922053598013036,1.5748861282532225
473,1.4454111483223626,1.5651169269206249
474,1.4922053598013036,1.5730788179640374
475,1.4764380439429872,1.5647586173188386
476,1.5570565041512716,1.549373093791158
477,1.5081469036703252,1.5574563167493205
478,1.5570565041512716,1.5716855699508236
479,1.415037499278844,1.5612432772207712
480,1.5405683813627027,1.5797095939210277
481,1.4301443916690522,1.560020453855334
482,1.3561438102252754,1.5787567299198588
483,1.4922053598013036,1.5763396065547748
484,1.5081469036703252,1.5652398288210774
485,1.4000871578128724,1.553240762424108
486,1.2857544823338773,1.5765594087559294
487,1.4608411888919686,1.5669315052618602
488,1.4922053598013036,1.5659060979778034
489,1.5242665690336021,1.5420210400324992
490,1.5242665690336021,1.5482993459817511
491,1.4764380439429872,1.5605239678667684
492,1.3852901558847919,1.5728875667147273
493,1.4000871578128724,1.558895102864254
494,1.4922053598013036,1.564943833806221
495,1.4922053598013036,1.5730944795946904
496,1.4608411888919686,1.5460177346822073
497,1.5081469036703252,1.5632795575754603
498,1.4922053598013036,1.5673594731438723
499,1.5405683813627027,1.5774982107487314
500,1.4608411888919686,1.5784881646221327
501,1.3561438102252754,1.539490045594271
502,1.4000871578128724,1.5843033643718503
503,1.4454111483223626,1.5650340116217074
504,1.4454111483223626,1.5388662006367206
505,1.5242665690336021,1.5624710664807204
506,1.415037499278844,1.5615916290035583
507,1.5405683813627027,1.5617391064046036
508,1.415037499278844,1.552849656517601
509,1.4454111483223626,1.5741426389355269
510,1.4764380439429872,1.5602406563466487
511,1.5242665690336021,1.5723979662178256
512,1.5242665690336021,1.5677781565416922
513,1.4301443916690522,1.5743506826628142
514,1.4608411888919686,1.5732692367013807
515,1.4454111483223626,1.5585069341416835
516,1.4301443916690522,1.5843878678329952
517,1.5570565041512716,1.5740100769961851
518,1.4922053598013036,1.539754547387394
519,1.415037499278844,1.554393370710899
520,1.5242665690336021,1.5801461688355618
521,1.5242665690336021,1.559408180082917
522,1.5081469036703252,1.5584007661661725
523,1.4922053598013036,1.5748703435213969
524,1.4301443916690522,1.5711155234698282
525,1.4301443916690522,1.5753846152903468
526,1.4764380439429872,1.5745500774853598
527,1.3417885172482054,1.5543093252727704
528,1.3852901558847919,1.53711360536889
529,1.5242665690336021,1.5573199888018834
530,1.5405683813627027,1.5590112071201299
531,1.5242665690336021,1.5370248061420109
532,1.4608411888919686,1.5672408700385596
533,1.5081469036703252,1.5690316541840341
534,1.4608411888919686,1.560130525043089
535,1.3852901558847919,1.5678813244377847
536,1.4922053598013036,1.572323734994168
537,1.3417885172482054,1.5778566776071934
538,1.5570565041512716,1.5574032502027182
539,1.5570565041512716,1.5670574626588882
540,1.415037499278844,1.5682784510474275
541,1.4764380439429872,1.5542280162826483
542,1.3852901558847919,1.5746466443716736
543,1.4301443916690522,1.569599898934871
544,1.4454111483223626,1.5805009321788515
545,1.4608411888919686,1.5626521300716048
546,1.4608411888919686,1.5536718684437825
547,1.3561438102252754,1.565756917678052
548,1.4301443916690522,1.567152748803202
549,1.4454111483223626,1.5653347004536569
550,1.4922053598013036,1.5644030597582674
551,1.4454111483223626,1.563307713284438
552,1.5081469036703252,1.5470119260060773
553,1.4922053598013036,1.5570956877002242
554,1.5081469036703252,1.567920553810357
555,1.5242665690336021,1.5471572687887696
556,1.5570565041512716,1.573089419661241
557,1.5405683813627027,1.5751388703149924
558,1.5405683813627027,1.552263280743085
559,1.573735245297902,1.5491221006416755
560,1.4922053598013036,1.5537592643573983
561,1.4454111483223626,1.5678624147540494
562,1.5242665690336021,1.5796853206020172
563,1.5570565041512716,1.5411234474571958
564,1.4922053598013036,1.5526109186319705
565,1.4000871578128724,1.5673037905215768
566,1.5081469036703252,1.5680268448775292
567,1.3561438102252754,1.5511578724393973
568,1.2318156752230736,1.5820087718773932
569,1.4608411888919686,1.560789242811588
570,1.4764380439429872,1.545681525592174
571,1.1926450779423958,1.5522106382581167
572,1.4000871578128724,1.5504260166450512
573,1.4608411888919686,1.5727887753989234
574,1.415037499278844,1.579198923700777
575,1.573735245297902,1.5528621976217518
576,1.3852901558847919,1.5446710226429055
577,1.4454111483223626,1.5690215954521178
578,1.4454111483223626,1.5693419821889396
579,1.5081469036703252,1.5739591437609133
580,1.5081469036703252,1.5639180246075854
581,1.4922053598013036,1.5647969167939313
582,1.573735245297902,1.5722096954938836
583,1.4922053598013036,1.5420530833088706
584,1.415037499278844,1.5257704171315916
585,1.415037499278844,1.5721845240875292
586,1.5242665690336021,1.5433496486393885
587,1.415037499278844,1.5538648538808604
588,1.3417885172482054,1.5645190041951726
589,1.5242665690336021,1.5771244511233349
590,1.5405683813627027,1.578633621109213
591,1.3134994728167817,1.5750193636428322
592,1.4301443916690522,1.5628620156883128
593,1.5405683813627027,1.5730663021110138
